NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.0	0.0	0.0	0.0
 大型准上市（博彩行业中的领军企业）	0	1	0	1	0	0.0	1.0	0.0	0	0	1	0.0	0.0	0.0	0.0
 某互联网公司	1	1	0	1	0	0.0	1.0	0.0	0	0	1	0.0	1.0	0.0	0.0
 蓝色光标传播集团	1	2	1	0	0	0.5	0.0	0.0	0	0	1	0.0	0.5	0.0	0.0
15分	1	2	0	0	0	0.0	0.0	0.0	0	0	2	0.0	0.0	1.0	0.0
1号店	1	2	0	1	1	0.0	0.5	0.5	0	0	0	0.0	0.5	0.0	0.0
32贝牙齿隐形矫正	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	0.0	0.0	0.0
37游戏	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	1.0	0.0	0.0
51CTO	1	3	0	0	1	0.0	0.0	0.3333333333333333	0	0	3	0.0	0.3333333333333333	0.3333333333333333	0.0
51用车	1	3	1	0	2	0.3333333333333333	0.0	0.6666666666666666	0	2	1	0.0	1.0	0.0	0.0
51财来	0	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	1.0	0.0	0.0
59store	0	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	0.0	0.0	0.0
7k7k	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	0.0	1.0	0.0
AHG	1	3	0	0	0	0.0	0.0	0.0	0	0	3	0.0	0.0	0.0	0.0
Alexander Hunt	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	1.0	0.0	0.0
AngelCrunch天使汇	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	0.0	1.0	0.0
App Annie	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	0.0	0.0	0.0
Ask.com	1	1	0	0	1	0.0	0.0	1.0	0	0	1	0.0	0.0	1.0	0.0
BIGLog	0	1	0	0	1	0.0	0.0	1.0	0	0	1	0.0	0.0	0.0	0.0
BtoD科技	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	0.0	0.0	0.0
B轮融资互联网创业公司	0	1	0	1	0	0.0	1.0	0.0	0	0	1	0.0	0.0	0.0	0.0
CAAD中估联行数据中心	1	3	0	1	0	0.0	0.3333333333333333	0.0	0	0	3	0.0	0.0	1.0	0.0
CCLearning	1	1	0	1	0	0.0	1.0	0.0	0	1	0	0.0	1.0	0.0	0.0
CC房车	0	3	0	0	0	0.0	0.0	0.0	0	0	3	0.0	0.3333333333333333	0.6666666666666666	0.0
Camera360	0	1	0	1	0	0.0	1.0	0.0	0	0	0	0.0	0.0	0.0	0.0
DE-Tech	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	0.0	0.0	0.0
DMCC	1	1	0	0	1	0.0	0.0	1.0	0	0	1	0.0	1.0	0.0	0.0
Dreamore	1	15	0	0	0	0.0	0.0	0.0	0	1	14	0.0	1.0	0.0	0.0
ELEX-智明星通	1	4	0	1	1	0.0	0.25	0.25	0	0	4	0.0	1.0	0.0	0.0
ET	1	2	0	0	0	0.0	0.0	0.0	0	0	2	0.0	0.0	1.0	0.0
FreeWheel 飞维美地信息技术(北京)有限公司	0	1	0	1	0	0.0	1.0	0.0	0	1	0	0.0	0.0	0.0	0.0
GBG	1	1	0	0	1	0.0	0.0	1.0	0	0	0	0.0	1.0	0.0	0.0
Game Hollywood--游莱科技	1	1	0	0	1	0.0	0.0	1.0	0	0	1	0.0	0.0	1.0	0.0
Gooagoo	1	1	0	1	0	0.0	1.0	0.0	0	0	1	0.0	1.0	0.0	0.0
Grabtalk	1	3	0	0	0	0.0	0.0	0.0	0	0	3	0.0	0.0	0.0	0.0
IBM	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	0.0	0.0	0.0
IBM China	1	4	0	3	1	0.0	0.75	0.25	0	0	0	0.0	1.0	0.0	0.0
IBOS	1	2	0	0	0	0.0	0.0	0.0	0	0	2	0.0	0.5	0.0	0.0
ID金融	1	5	0	0	0	0.0	0.0	0.0	0	0	5	0.0	0.0	1.0	0.0
IT 互联网公司	0	7	0	0	0	0.0	0.0	0.0	0	0	7	0.0	0.0	0.0	0.0
InMe心迹	1	4	0	0	0	0.0	0.0	0.0	0	0	4	0.0	1.0	0.0	0.0
Insta360	1	2	0	0	0	0.0	0.0	0.0	0	0	2	0.0	0.5	0.5	0.0
JJ比赛	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	1.0	0.0	0.0
KAPPA（中国）	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0.0	1.0	0.0	0.0
Kantar Media CIC	1	1	0	0	1	0.0	0.0	1.0	0	0	1	0.0	1.0	0.0	0.0
Kodak Alaris	1	2	0	0	0	0.0	0.0	0.0	0	0	2	0.0	1.0	0.0	0.0
LG CNS China(北京乐金系统集成有限公司)	1	3	0	0	3	0.0	0.0	1.0	0	0	0	0.0	1.0	0.0	0.0
LavaRadio环境音乐电台	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	0.0	1.0	0.0
LeanCloud	1	1	0	0	1	0.0	0.0	1.0	0	0	1	0.0	0.0	0.0	0.0
MVAD聚效	1	1	0	1	0	0.0	1.0	0.0	0	0	1	0.0	1.0	0.0	0.0
MagicMed	1	2	0	0	0	0.0	0.0	0.0	0	0	2	0.0	1.0	0.0	0.0
Max	1	3	0	0	0	0.0	0.0	0.0	0	2	1	0.0	1.0	0.0	0.0
Mcake	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	0.0	1.0	0.0
Mobvista	1	7	0	0	0	0.0	0.0	0.0	0	0	7	0.0	0.8571428571428571	0.14285714285714285	0.0
NDP Media Corp	1	1	0	0	1	0.0	0.0	1.0	0	0	1	0.0	1.0	0.0	0.0
NDP Media Corp.	0	2	0	0	1	0.0	0.0	0.5	0	0	2	0.0	0.0	1.0	0.0
N家极具潜力互联网公司（O2O，P2P，IM等行业）	0	1	0	0	0	0.0	0.0	0.0	0	1	0	0.0	0.0	0.0	0.0
OFashion全球扫货指南	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	0.0	0.0	0.0
OKCoin	1	2	0	0	0	0.0	0.0	0.0	0	0	2	0.0	0.0	1.0	0.0
PALMAP	1	3	1	0	1	0.3333333333333333	0.0	0.3333333333333333	0	0	3	0.0	1.0	0.0	0.0
PBN-澳大利亚太平洋宽频带通讯公司	1	1	0	0	1	0.0	0.0	1.0	0	0	0	0.0	1.0	0.0	0.0
PMCAFF产品经理社区	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	0.0	1.0	0.0
Percolata	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	1.0	0.0	0.0
PowerVision	1	2	0	0	0	0.0	0.0	0.0	0	0	2	0.0	0.5	0.5	0.0
Quixey	1	1	0	0	0	0.0	0.0	0.0	0	1	0	0.0	1.0	0.0	0.0
Robin8 Inc	1	2	0	0	2	0.0	0.0	1.0	0	0	2	0.0	1.0	0.0	0.0
SANYUKI	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	1.0	0.0	0.0
SPARKS 灵星广告	1	2	0	0	0	0.0	0.0	0.0	0	0	2	0.0	1.0	0.0	0.0
SYNNEX China	1	2	0	0	2	0.0	0.0	1.0	0	0	0	0.0	1.0	0.0	0.0
Sense Luxury	1	2	0	0	0	0.0	0.0	0.0	0	0	2	0.0	0.0	0.0	0.0
Slightech	1	2	0	0	0	0.0	0.0	0.0	0	0	2	0.0	1.0	0.0	0.0
Star.V	1	11	0	1	0	0.0	0.09090909090909091	0.0	0	0	11	0.0	0.8181818181818182	0.0	0.0
TCL通讯	1	2	0	2	0	0.0	1.0	0.0	0	0	2	0.0	1.0	0.0	0.0
TCL通讯科技控股有限公司	1	2	0	0	0	0.0	0.0	0.0	0	0	0	0.0	1.0	0.0	0.0
TCL集团工业研究院	1	2	0	1	0	0.0	0.5	0.0	0	0	0	0.0	1.0	0.0	0.0
TalentBank	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	1.0	0.0	0.0
Teambition	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	1.0	0.0	0.0
Teradata美商天睿	1	4	0	3	1	0.0	0.75	0.25	0	0	0	0.5	0.5	0.0	0.0
Think China	0	3	0	0	0	0.0	0.0	0.0	0	0	3	0.3333333333333333	0.6666666666666666	0.0	0.0
ThoughtWorks	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	1.0	0.0	0.0
Tukmob（土壳移动）	1	1	0	0	1	0.0	0.0	1.0	0	0	1	0.0	0.0	1.0	0.0
UC优视（UC浏览器）	1	4	0	0	0	0.0	0.0	0.0	0	0	0	0.0	1.0	0.0	0.0
UNITEDSTACK(北京)科技有限公司	1	1	0	0	1	0.0	0.0	1.0	0	0	0	0.0	0.0	0.0	0.0
UNITEDSTACK（北京）科技有限公司	1	1	0	0	1	0.0	0.0	1.0	0	0	1	0.0	0.0	1.0	0.0
UTStarcom	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	0.0	1.0	0.0
VIPABC英语	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	1.0	0.0	0.0
VST全聚合	1	1	0	0	1	0.0	0.0	1.0	0	0	0	0.0	1.0	0.0	0.0
Voyageone	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	1.0	0.0	0.0
V大夫	1	4	0	0	0	0.0	0.0	0.0	0	0	4	0.0	0.0	0.75	0.0
V电影	1	9	0	0	0	0.0	0.0	0.0	0	0	9	0.1111111111111111	0.3333333333333333	0.0	0.0
WPP旗下整合行销传播代理公司	0	1	0	0	0	0.0	0.0	0.0	0	1	0	0.0	0.0	0.0	0.0
WPP旗下知名公关公司	0	1	0	0	0	0.0	0.0	0.0	0	1	0	0.0	0.0	0.0	0.0
WPP旗下知名网络互动公司	0	1	0	0	0	0.0	0.0	0.0	0	1	0	0.0	0.0	0.0	0.0
WeMedia	1	4	0	0	0	0.0	0.0	0.0	0	0	4	0.0	0.25	0.75	0.0
YOHO!有货（江苏）商贸服务有限公司	1	7	1	0	4	0.14285714285714285	0.0	0.5714285714285714	1	0	5	0.0	0.5714285714285714	0.0	0.0
YoMail	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	1.0	0.0	0.0
ZANK（赞客）	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	1.0	0.0	0.0
babycan	1	2	0	0	0	0.0	0.0	0.0	0	0	2	0.0	1.0	0.0	0.0
camelia山茶花	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	0.0	0.0	0.0
elong.com/艺龙旅行网	1	1	0	0	1	0.0	0.0	1.0	0	0	1	0.0	0.0	0.0	0.0
e租宝	1	2	0	0	0	0.0	0.0	0.0	0	0	2	0.0	0.0	1.0	0.0
e袋洗	1	4	0	0	0	0.0	0.0	0.0	0	0	4	0.0	0.75	0.25	0.0
ishow国际英语	0	5	0	0	0	0.0	0.0	0.0	0	0	5	0.0	1.0	0.0	0.0
limijiaoyin	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	1.0	0.0	0.0
nice	1	1	0	0	1	0.0	0.0	1.0	0	0	1	0.0	1.0	0.0	0.0
redhat	1	4	0	0	0	0.0	0.0	0.0	0	3	1	0.0	0.75	0.25	0.0
simplyBrand	1	2	0	0	0	0.0	0.0	0.0	0	0	2	0.0	0.5	0.5	0.0
“前程无忧”51job.com（上海）	1	1	0	1	0	0.0	1.0	0.0	0	0	0	0.0	1.0	0.0	0.0
一修科技	1	2	0	0	0	0.0	0.0	0.0	0	0	2	0.0	1.0	0.0	0.0
一呼医生	1	2	0	0	0	0.0	0.0	0.0	0	0	2	0.0	0.0	1.0	0.0
一站式Hadoop大数据平台	0	1	0	0	1	0.0	0.0	1.0	0	0	1	0.0	0.0	0.0	0.0
一起作业网	1	1	0	1	0	0.0	1.0	0.0	0	0	1	0.0	1.0	0.0	0.0
一起写	1	5	0	0	0	0.0	0.0	0.0	0	4	1	0.0	0.2	0.0	0.0
一起唱	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	0.0	0.0	0.0
一起玩	1	2	0	0	0	0.0	0.0	0.0	0	0	2	0.0	0.0	1.0	0.0
一起玩耍	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	0.0	0.0	0.0
一路米	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	0.0	0.0	0.0
丁丁租房	1	4	0	0	0	0.0	0.0	0.0	0	0	4	0.0	1.0	0.0	0.0
万得信息技术股份有限公司（Wind资讯）	1	1	0	0	1	0.0	0.0	1.0	0	0	0	0.0	1.0	0.0	0.0
万方网络	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	0.0	1.0	0.0
万科物业发展有限公司	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	0.0	1.0	0.0
万色城	0	3	0	0	0	0.0	0.0	0.0	0	0	3	0.0	0.6666666666666666	0.3333333333333333	0.0
万达信息	1	2	0	0	1	0.0	0.0	0.5	0	0	2	0.0	1.0	0.0	0.0
万达信息科技有限公司	1	1	0	0	1	0.0	0.0	1.0	0	0	0	0.0	0.0	0.0	0.0
万达电商	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	0.0	1.0	0.0
三一集团有限公司	0	1	0	0	0	0.0	0.0	0.0	0	1	0	0.0	0.0	0.0	0.0
三快	1	5	0	1	0	0.0	0.2	0.0	0	0	0	0.0	1.0	0.0	94.85
上汽通用汽车有限公司	1	4	0	0	4	0.0	0.0	1.0	0	0	1	0.0	0.75	0.0	0.0
上海七牛信息技术有限公司	1	2	0	0	2	0.0	0.0	1.0	0	0	0	0.0	0.0	0.0	0.0
上海万宝盛华人力资源有限公司	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0.0	1.0	0.0	0.0
上海东圣食品有限公司	1	6	0	0	0	0.0	0.0	0.0	0	0	2	0.3333333333333333	0.6666666666666666	0.0	0.0
上海东方广播有限公司	1	1	0	0	1	0.0	0.0	1.0	0	0	0	0.0	0.0	0.0	0.0
上海东方网股份有限公司	1	1	0	0	1	0.0	0.0	1.0	0	0	1	0.0	1.0	0.0	0.0
上海中信信息发展股份有限公司	1	1	0	0	1	0.0	0.0	1.0	0	0	0	0.0	1.0	0.0	0.0
上海中商网络股份有限公司	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	0.0	0.0	0.0
上海中彦信息科技有限公司	1	1	1	0	0	1.0	0.0	0.0	0	1	0	0.0	0.0	0.0	0.0
上海中赢金融信息服务有限公司	1	2	0	2	0	0.0	1.0	0.0	0	0	2	0.0	0.0	0.0	0.0
上海久懿网络科技有限公司	0	1	0	0	1	0.0	0.0	1.0	0	0	1	0.0	0.0	0.0	0.0
上海之禾时尚实业(集团)有限公司	1	10	0	0	0	0.0	0.0	0.0	0	0	10	0.0	0.7	0.2	0.0
上海乐赚互联网金融信息服务有限公司	1	1	0	0	1	0.0	0.0	1.0	0	0	0	0.0	0.0	0.0	0.0
上海九筹投资有限公司	1	2	0	2	0	0.0	1.0	0.0	0	0	0	0.0	1.0	0.0	0.0
上海乾特计算机技术有限公司	0	2	0	0	2	0.0	0.0	1.0	0	0	2	0.0	0.5	0.0	0.0
上海二三四五海隆金融信息服务有限公司	1	1	0	0	1	0.0	0.0	1.0	0	0	1	0.0	1.0	0.0	0.0
上海云信留客信息科技有限公司	1	1	0	0	1	0.0	0.0	1.0	0	0	0	0.0	1.0	0.0	0.0
上海云波软件科技有限公司	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	1.0	0.0
上海云盾信息技术有限公司	0	1	0	1	0	0.0	1.0	0.0	0	0	1	0.0	0.0	0.0	0.0
上海云砥信息科技有限公司	1	2	0	0	2	0.0	0.0	1.0	0	0	2	0.0	0.5	0.0	0.0
上海云贝网络科技有限公司	1	1	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0.0	1.0	0.0	0.0
上海五河文化传播有限公司	1	1	0	0	1	0.0	0.0	1.0	0	0	1	0.0	0.0	1.0	0.0
上海五球文化传播有限公司	1	1	0	0	1	0.0	0.0	1.0	0	0	0	0.0	1.0	0.0	0.0
上海享学网络科技有限公司	1	1	0	0	0	0.0	0.0	0.0	0	0	1	0.0	1.0	0.0	0.0
上海亿烨信息科技有限公司	1	2	0	0	2	0.0	0.0	1.0	0	0	2	0.0	1.0	0.0	0.0
上海亿翱股权投资基金管理有限公司	1	1	0	1	0	0.0	1.0	0.0	0	0	0	0.0	0.0	0.0	0.0
上海亿通国际股份有限公司	1	1	0	0	1	0.0	0.0	1.0	0	0	1	0.0	0.0	0.0	0.0
上海亿阁信息科技有限公司	1	9	0	0	0	0.0	0.0	0.0	0	0	8	0.0	0.4444444444444444	0.5555555555555556	0.0
上海仕达富新桥人才资源有限公司	1	1	0	0	1	0.0	0.0	1.0	0	0	0	0.0	0.0	1.0	0.0
上海仪电控股（集团）公司中央研究院	1	2	0	0	1	0.0	0.0	0.5	0	0	0	0.0	1.0	0.0	0.0
上海众彦信息科技有限公司	0	1	0	1	0	0.0	1.0	0.0	0	0	0	0.0	0.0	0.0	0.0
上海众调信息科技有限公司	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	1.0	0.0
上海优享家居有限公司	1	1	0	1	0	0.0	1.0	0.0	0	0	1	0.0	0.0	0.0	0.0
上海优刻得信息科技有限公司	1	2	0	2	0	0.0	1.0	0.0	0	0	0	0.0	0.5	0.0	0.0
上海你福软件有限公司	1	1	0	0	1	0.0	0.0	1.0	0	0	0	0.0	1.0	0.0	0.0
上海信而富企业管理有限公司	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0
上海元宗贸易有限公司	1	2	0	1	1	0.0	0.5	0.5	0	0	1	0.0	0.5	0.0	0.0
上海兆客信息系统有限公司	1	1	0	0	1	0.0	0.0	1.0	0	0	1	0.0	0.0	0.0	0.0
上海先烁信息科技有限公司	0	1	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0
上海全化贸易有限公司	0	1	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0
上海凌盟网络科技有限公司	1	1	0	0	1	0.0	0.0	1.0	0	0	1	0.0	0.0	0.0	0.0
